creating ring adjacency matrix...
done
N= 10000, B= 14, LOGN= 14
56 * (B + LOGN) ^ 2 = 43904
*** color 0 ***

phase 0:
clusters: 10000
max height: 0
----------------------
cluster	size	level	tokens	state
9372	1	0	1	ACTIVE
8010	1	0	1	ACTIVE
3668	1	0	1	ACTIVE
717	1	0	1	ACTIVE
2956	1	0	1	ACTIVE
5760	1	0	1	ACTIVE
7167	1	0	1	ACTIVE
2655	1	0	1	ACTIVE
1249	1	0	1	ACTIVE
6568	1	0	1	ACTIVE
9903	1	0	1	ACTIVE
9760	1	0	1	ACTIVE
2552	1	0	1	ACTIVE
6036	1	0	1	ACTIVE
8707	1	0	1	ACTIVE
7062	1	0	1	ACTIVE
5931	1	0	1	ACTIVE
2448	1	0	1	ACTIVE
7048	1	0	1	ACTIVE
5237	1	0	1	ACTIVE
7577	1	0	1	ACTIVE
7638	1	0	1	ACTIVE
1938	1	0	1	ACTIVE
4	1	0	1	ACTIVE
3060	1	0	1	ACTIVE
6440	1	0	1	ACTIVE
5430	1	0	1	ACTIVE
8967	1	0	1	ACTIVE
1066	1	0	1	ACTIVE
7629	1	0	1	ACTIVE
1932	1	0	1	ACTIVE
2618	1	0	1	ACTIVE
5736	1	0	1	ACTIVE
4066	1	0	1	ACTIVE
9281	1	0	1	ACTIVE
3835	1	0	1	ACTIVE
8692	1	0	1	ACTIVE
7752	1	0	1	ACTIVE
6822	1	0	1	ACTIVE
5139	1	0	1	ACTIVE
8388	1	0	1	ACTIVE
4755	1	0	1	ACTIVE
4547	1	0	1	ACTIVE
1749	1	0	1	ACTIVE
6153	1	0	1	ACTIVE
4245	1	0	1	ACTIVE
4331	1	0	1	ACTIVE
2767	1	0	1	ACTIVE
3281	1	0	1	ACTIVE
6748	1	0	1	ACTIVE
7192	1	0	1	ACTIVE
3522	1	0	1	ACTIVE
8694	1	0	1	ACTIVE
2121	1	0	1	ACTIVE
6760	1	0	1	ACTIVE
7536	1	0	1	ACTIVE
6177	1	0	1	ACTIVE
9179	1	0	1	ACTIVE
6792	1	0	1	ACTIVE
2114	1	0	1	ACTIVE
8316	1	0	1	ACTIVE
698	1	0	1	ACTIVE
4570	1	0	1	ACTIVE
1230	1	0	1	ACTIVE
571	1	0	1	ACTIVE
2870	1	0	1	ACTIVE
8104	1	0	1	ACTIVE
9100	1	0	1	ACTIVE
2223	1	0	1	ACTIVE
4249	1	0	1	ACTIVE
9635	1	0	1	ACTIVE
2391	1	0	1	ACTIVE
9889	1	0	1	ACTIVE
2127	1	0	1	ACTIVE
8500	1	0	1	ACTIVE
817	1	0	1	ACTIVE
5261	1	0	1	ACTIVE
6282	1	0	1	ACTIVE
3514	1	0	1	ACTIVE
6715	1	0	1	ACTIVE
346	1	0	1	ACTIVE
8618	1	0	1	ACTIVE
1432	1	0	1	ACTIVE
7387	1	0	1	ACTIVE
8497	1	0	1	ACTIVE
7336	1	0	1	ACTIVE
8581	1	0	1	ACTIVE
3061	1	0	1	ACTIVE
6523	1	0	1	ACTIVE
5912	1	0	1	ACTIVE
5677	1	0	1	ACTIVE
2215	1	0	1	ACTIVE
3383	1	0	1	ACTIVE
7596	1	0	1	ACTIVE
867	1	0	1	ACTIVE
5657	1	0	1	ACTIVE
8537	1	0	1	ACTIVE
8846	1	0	1	ACTIVE
5539	1	0	1	ACTIVE
4305	1	0	1	ACTIVE
2350	1	0	1	ACTIVE
7961	1	0	1	ACTIVE
4824	1	0	1	ACTIVE
1626	1	0	1	ACTIVE
7904	1	0	1	ACTIVE
9200	1	0	1	ACTIVE
8279	1	0	1	ACTIVE
3156	1	0	1	ACTIVE
4518	1	0	1	ACTIVE
1929	1	0	1	ACTIVE
5491	1	0	1	ACTIVE
7597	1	0	1	ACTIVE
5083	1	0	1	ACTIVE
6944	1	0	1	ACTIVE
2264	1	0	1	ACTIVE
3250	1	0	1	ACTIVE
7143	1	0	1	ACTIVE
8669	1	0	1	ACTIVE
5168	1	0	1	ACTIVE
8665	1	0	1	ACTIVE
3953	1	0	1	ACTIVE
2333	1	0	1	ACTIVE
4817	1	0	1	ACTIVE
9224	1	0	1	ACTIVE
1632	1	0	1	ACTIVE
2094	1	0	1	ACTIVE
2694	1	0	1	ACTIVE
3573	1	0	1	ACTIVE
9830	1	0	1	ACTIVE
9130	1	0	1	ACTIVE
101	1	0	1	ACTIVE
72	1	0	1	ACTIVE
1595	1	0	1	ACTIVE
2502	1	0	1	ACTIVE
3190	1	0	1	ACTIVE
6424	1	0	1	ACTIVE
2400	1	0	1	ACTIVE
6706	1	0	1	ACTIVE
8317	1	0	1	ACTIVE
1625	1	0	1	ACTIVE
7601	1	0	1	ACTIVE
4923	1	0	1	ACTIVE
8561	1	0	1	ACTIVE
3381	1	0	1	ACTIVE
4991	1	0	1	ACTIVE
995	1	0	1	ACTIVE
9419	1	0	1	ACTIVE
2132	1	0	1	ACTIVE
1943	1	0	1	ACTIVE
4762	1	0	1	ACTIVE
3699	1	0	1	ACTIVE
654	1	0	1	ACTIVE
1763	1	0	1	ACTIVE
9357	1	0	1	ACTIVE
7481	1	0	1	ACTIVE
5905	1	0	1	ACTIVE
8725	1	0	1	ACTIVE
8503	1	0	1	ACTIVE
8236	1	0	1	ACTIVE
7388	1	0	1	ACTIVE
7055	1	0	1	ACTIVE
340	1	0	1	ACTIVE
7636	1	0	1	ACTIVE
9500	1	0	1	ACTIVE
1820	1	0	1	ACTIVE
8076	1	0	1	ACTIVE
4622	1	0	1	ACTIVE
8138	1	0	1	ACTIVE
7301	1	0	1	ACTIVE
8131	1	0	1	ACTIVE
7127	1	0	1	ACTIVE
3498	1	0	1	ACTIVE
9403	1	0	1	ACTIVE
5032	1	0	1	ACTIVE
216	1	0	1	ACTIVE
3481	1	0	1	ACTIVE
6303	1	0	1	ACTIVE
5865	1	0	1	ACTIVE
7460	1	0	1	ACTIVE
5334	1	0	1	ACTIVE
1307	1	0	1	ACTIVE
8662	1	0	1	ACTIVE
5199	1	0	1	ACTIVE
6562	1	0	1	ACTIVE
4595	1	0	1	ACTIVE
8932	1	0	1	ACTIVE
166	1	0	1	ACTIVE
5165	1	0	1	ACTIVE
4300	1	0	1	ACTIVE
4771	1	0	1	ACTIVE
9069	1	0	1	ACTIVE
8150	1	0	1	ACTIVE
2954	1	0	1	ACTIVE
5378	1	0	1	ACTIVE
7754	1	0	1	ACTIVE
6033	1	0	1	ACTIVE
6407	1	0	1	ACTIVE
1817	1	0	1	ACTIVE
4330	1	0	1	ACTIVE
4642	1	0	1	ACTIVE
1622	1	0	1	ACTIVE
1208	1	0	1	ACTIVE
3697	1	0	1	ACTIVE
4617	1	0	1	ACTIVE
4168	1	0	1	ACTIVE
8221	1	0	1	ACTIVE
5831	1	0	1	ACTIVE
4902	1	0	1	ACTIVE
1479	1	0	1	ACTIVE
1135	1	0	1	ACTIVE
469	1	0	1	ACTIVE
9743	1	0	1	ACTIVE
7227	1	0	1	ACTIVE
8381	1	0	1	ACTIVE
9171	1	0	1	ACTIVE
6836	1	0	1	ACTIVE
2156	1	0	1	ACTIVE
2286	1	0	1	ACTIVE
763	1	0	1	ACTIVE
1142	1	0	1	ACTIVE
5596	1	0	1	ACTIVE
5996	1	0	1	ACTIVE
5740	1	0	1	ACTIVE
7878	1	0	1	ACTIVE
4921	1	0	1	ACTIVE
6039	1	0	1	ACTIVE
1088	1	0	1	ACTIVE
6195	1	0	1	ACTIVE
1101	1	0	1	ACTIVE
635	1	0	1	ACTIVE
4414	1	0	1	ACTIVE
3244	1	0	1	ACTIVE
8726	1	0	1	ACTIVE
5834	1	0	1	ACTIVE
2432	1	0	1	ACTIVE
9166	1	0	1	ACTIVE
6359	1	0	1	ACTIVE
5681	1	0	1	ACTIVE
1931	1	0	1	ACTIVE
5581	1	0	1	ACTIVE
1977	1	0	1	ACTIVE
4254	1	0	1	ACTIVE
5899	1	0	1	ACTIVE
8167	1	0	1	ACTIVE
6898	1	0	1	ACTIVE
151	1	0	1	ACTIVE
4442	1	0	1	ACTIVE
2131	1	0	1	ACTIVE
1645	1	0	1	ACTIVE
3338	1	0	1	ACTIVE
7543	1	0	1	ACTIVE
4707	1	0	1	ACTIVE
9921	1	0	1	ACTIVE
9900	1	0	1	ACTIVE
8019	1	0	1	ACTIVE
2454	1	0	1	ACTIVE
2546	1	0	1	ACTIVE
4828	1	0	1	ACTIVE
7023	1	0	1	ACTIVE
692	1	0	1	ACTIVE
5757	1	0	1	ACTIVE
4152	1	0	1	ACTIVE
2270	1	0	1	ACTIVE
1694	1	0	1	ACTIVE
5467	1	0	1	ACTIVE
4206	1	0	1	ACTIVE
4057	1	0	1	ACTIVE
7189	1	0	1	ACTIVE
9908	1	0	1	ACTIVE
9347	1	0	1	ACTIVE
9463	1	0	1	ACTIVE
7745	1	0	1	ACTIVE
4049	1	0	1	ACTIVE
4199	1	0	1	ACTIVE
1071	1	0	1	ACTIVE
1744	1	0	1	ACTIVE
9264	1	0	1	ACTIVE
8366	1	0	1	ACTIVE
7579	1	0	1	ACTIVE
4430	1	0	1	ACTIVE
5028	1	0	1	ACTIVE
6855	1	0	1	ACTIVE
8949	1	0	1	ACTIVE
1712	1	0	1	ACTIVE
7699	1	0	1	ACTIVE
8861	1	0	1	ACTIVE
1485	1	0	1	ACTIVE
8653	1	0	1	ACTIVE
259	1	0	1	ACTIVE
9415	1	0	1	ACTIVE
9081	1	0	1	ACTIVE
2594	1	0	1	ACTIVE
125	1	0	1	ACTIVE
840	1	0	1	ACTIVE
3074	1	0	1	ACTIVE
7233	1	0	1	ACTIVE
4051	1	0	1	ACTIVE
4756	1	0	1	ACTIVE
8575	1	0	1	ACTIVE
877	1	0	1	ACTIVE
2385	1	0	1	ACTIVE
6721	1	0	1	ACTIVE
9648	1	0	1	ACTIVE
1203	1	0	1	ACTIVE
1663	1	0	1	ACTIVE
6100	1	0	1	ACTIVE
4265	1	0	1	ACTIVE
9358	1	0	1	ACTIVE
7808	1	0	1	ACTIVE
8825	1	0	1	ACTIVE
9265	1	0	1	ACTIVE
3907	1	0	1	ACTIVE
3024	1	0	1	ACTIVE
2867	1	0	1	ACTIVE
9045	1	0	1	ACTIVE
8312	1	0	1	ACTIVE
3351	1	0	1	ACTIVE
9572	1	0	1	ACTIVE
4240	1	0	1	ACTIVE
6439	1	0	1	ACTIVE
8436	1	0	1	ACTIVE
7686	1	0	1	ACTIVE
2878	1	0	1	ACTIVE
4454	1	0	1	ACTIVE
6686	1	0	1	ACTIVE
9713	1	0	1	ACTIVE
669	1	0	1	ACTIVE
2158	1	0	1	ACTIVE
5524	1	0	1	ACTIVE
4977	1	0	1	ACTIVE
5275	1	0	1	ACTIVE
4397	1	0	1	ACTIVE
8554	1	0	1	ACTIVE
3787	1	0	1	ACTIVE
7212	1	0	1	ACTIVE
6860	1	0	1	ACTIVE
9634	1	0	1	ACTIVE
2612	1	0	1	ACTIVE
9932	1	0	1	ACTIVE
3223	1	0	1	ACTIVE
501	1	0	1	ACTIVE
6276	1	0	1	ACTIVE
3325	1	0	1	ACTIVE
5590	1	0	1	ACTIVE
7889	1	0	1	ACTIVE
471	1	0	1	ACTIVE
2632	1	0	1	ACTIVE
427	1	0	1	ACTIVE
4172	1	0	1	ACTIVE
4663	1	0	1	ACTIVE
2230	1	0	1	ACTIVE
4321	1	0	1	ACTIVE
7692	1	0	1	ACTIVE
2817	1	0	1	ACTIVE
9379	1	0	1	ACTIVE
1433	1	0	1	ACTIVE
4221	1	0	1	ACTIVE
9684	1	0	1	ACTIVE
9627	1	0	1	ACTIVE
78	1	0	1	ACTIVE
510	1	0	1	ACTIVE
2628	1	0	1	ACTIVE
8580	1	0	1	ACTIVE
6655	1	0	1	ACTIVE
6438	1	0	1	ACTIVE
4290	1	0	1	ACTIVE
6583	1	0	1	ACTIVE
2793	1	0	1	ACTIVE
8073	1	0	1	ACTIVE
5388	1	0	1	ACTIVE
7967	1	0	1	ACTIVE
7548	1	0	1	ACTIVE
3733	1	0	1	ACTIVE
5990	1	0	1	ACTIVE
5892	1	0	1	ACTIVE
4335	1	0	1	ACTIVE
4881	1	0	1	ACTIVE
5697	1	0	1	ACTIVE
180	1	0	1	ACTIVE
2542	1	0	1	ACTIVE
8292	1	0	1	ACTIVE
4393	1	0	1	ACTIVE
5225	1	0	1	ACTIVE
8928	1	0	1	ACTIVE
3909	1	0	1	ACTIVE
5946	1	0	1	ACTIVE
9267	1	0	1	ACTIVE
2797	1	0	1	ACTIVE
9133	1	0	1	ACTIVE
7017	1	0	1	ACTIVE
3404	1	0	1	ACTIVE
5960	1	0	1	ACTIVE
578	1	0	1	ACTIVE
6308	1	0	1	ACTIVE
9511	1	0	1	ACTIVE
5461	1	0	1	ACTIVE
814	1	0	1	ACTIVE
4917	1	0	1	ACTIVE
561	1	0	1	ACTIVE
4697	1	0	1	ACTIVE
61	1	0	1	ACTIVE
4406	1	0	1	ACTIVE
8611	1	0	1	ACTIVE
1942	1	0	1	ACTIVE
4264	1	0	1	ACTIVE
9273	1	0	1	ACTIVE
7796	1	0	1	ACTIVE
9524	1	0	1	ACTIVE
4794	1	0	1	ACTIVE
8053	1	0	1	ACTIVE
7398	1	0	1	ACTIVE
6605	1	0	1	ACTIVE
1971	1	0	1	ACTIVE
77	1	0	1	ACTIVE
7172	1	0	1	ACTIVE
1308	1	0	1	ACTIVE
5886	1	0	1	ACTIVE
9878	1	0	1	ACTIVE
2753	1	0	1	ACTIVE
9841	1	0	1	ACTIVE
701	1	0	1	ACTIVE
9503	1	0	1	ACTIVE
824	1	0	1	ACTIVE
3482	1	0	1	ACTIVE
1837	1	0	1	ACTIVE
9898	1	0	1	ACTIVE
4541	1	0	1	ACTIVE
2506	1	0	1	ACTIVE
5249	1	0	1	ACTIVE
4212	1	0	1	ACTIVE
4470	1	0	1	ACTIVE
6291	1	0	1	ACTIVE
3016	1	0	1	ACTIVE
9332	1	0	1	ACTIVE
8307	1	0	1	ACTIVE
2093	1	0	1	ACTIVE
5453	1	0	1	ACTIVE
1925	1	0	1	ACTIVE
9701	1	0	1	ACTIVE
9096	1	0	1	ACTIVE
177	1	0	1	ACTIVE
6064	1	0	1	ACTIVE
6354	1	0	1	ACTIVE
749	1	0	1	ACTIVE
1706	1	0	1	ACTIVE
4915	1	0	1	ACTIVE
9527	1	0	1	ACTIVE
3327	1	0	1	ACTIVE
8607	1	0	1	ACTIVE
8515	1	0	1	ACTIVE
4800	1	0	1	ACTIVE
790	1	0	1	ACTIVE
5698	1	0	1	ACTIVE
4412	1	0	1	ACTIVE
109	1	0	1	ACTIVE
9404	1	0	1	ACTIVE
8136	1	0	1	ACTIVE
7720	1	0	1	ACTIVE
8332	1	0	1	ACTIVE
2744	1	0	1	ACTIVE
3489	1	0	1	ACTIVE
432	1	0	1	ACTIVE
1562	1	0	1	ACTIVE
8383	1	0	1	ACTIVE
9181	1	0	1	ACTIVE
8602	1	0	1	ACTIVE
4125	1	0	1	ACTIVE
7045	1	0	1	ACTIVE
4907	1	0	1	ACTIVE
5751	1	0	1	ACTIVE
8919	1	0	1	ACTIVE
3264	1	0	1	ACTIVE
8347	1	0	1	ACTIVE
2456	1	0	1	ACTIVE
9781	1	0	1	ACTIVE
9411	1	0	1	ACTIVE
6047	1	0	1	ACTIVE
7130	1	0	1	ACTIVE
1070	1	0	1	ACTIVE
4763	1	0	1	ACTIVE
6566	1	0	1	ACTIVE
2531	1	0	1	ACTIVE
6814	1	0	1	ACTIVE
2675	1	0	1	ACTIVE
9542	1	0	1	ACTIVE
5908	1	0	1	ACTIVE
5693	1	0	1	ACTIVE
4314	1	0	1	ACTIVE
2279	1	0	1	ACTIVE
7563	1	0	1	ACTIVE
3471	1	0	1	ACTIVE
9612	1	0	1	ACTIVE
5377	1	0	1	ACTIVE
942	1	0	1	ACTIVE
8761	1	0	1	ACTIVE
4715	1	0	1	ACTIVE
892	1	0	1	ACTIVE
4478	1	0	1	ACTIVE
656	1	0	1	ACTIVE
8191	1	0	1	ACTIVE
8660	1	0	1	ACTIVE
4791	1	0	1	ACTIVE
6160	1	0	1	ACTIVE
5695	1	0	1	ACTIVE
7394	1	0	1	ACTIVE
2574	1	0	1	ACTIVE
2965	1	0	1	ACTIVE
1522	1	0	1	ACTIVE
5700	1	0	1	ACTIVE
1574	1	0	1	ACTIVE
9853	1	0	1	ACTIVE
4563	1	0	1	ACTIVE
9848	1	0	1	ACTIVE
8346	1	0	1	ACTIVE
2958	1	0	1	ACTIVE
4861	1	0	1	ACTIVE
8736	1	0	1	ACTIVE
189	1	0	1	ACTIVE
1325	1	0	1	ACTIVE
7342	1	0	1	ACTIVE
3783	1	0	1	ACTIVE
8585	1	0	1	ACTIVE
916	1	0	1	ACTIVE
8267	1	0	1	ACTIVE
6444	1	0	1	ACTIVE
2494	1	0	1	ACTIVE
4637	1	0	1	ACTIVE
7724	1	0	1	ACTIVE
1807	1	0	1	ACTIVE
3527	1	0	1	ACTIVE
4261	1	0	1	ACTIVE
7124	1	0	1	ACTIVE
4312	1	0	1	ACTIVE
1844	1	0	1	ACTIVE
7844	1	0	1	ACTIVE
2147	1	0	1	ACTIVE
4508	1	0	1	ACTIVE
4352	1	0	1	ACTIVE
4220	1	0	1	ACTIVE
6642	1	0	1	ACTIVE
6595	1	0	1	ACTIVE
9590	1	0	1	ACTIVE
6457	1	0	1	ACTIVE
5203	1	0	1	ACTIVE
8584	1	0	1	ACTIVE
968	1	0	1	ACTIVE
5371	1	0	1	ACTIVE
4064	1	0	1	ACTIVE
6331	1	0	1	ACTIVE
2027	1	0	1	ACTIVE
9720	1	0	1	ACTIVE
6049	1	0	1	ACTIVE
6392	1	0	1	ACTIVE
8823	1	0	1	ACTIVE
8780	1	0	1	ACTIVE
1267	1	0	1	ACTIVE
3293	1	0	1	ACTIVE
727	1	0	1	ACTIVE
2575	1	0	1	ACTIVE
2176	1	0	1	ACTIVE
2441	1	0	1	ACTIVE
4548	1	0	1	ACTIVE
9253	1	0	1	ACTIVE
3104	1	0	1	ACTIVE
4063	1	0	1	ACTIVE
6155	1	0	1	ACTIVE
7080	1	0	1	ACTIVE
4682	1	0	1	ACTIVE
5385	1	0	1	ACTIVE
5537	1	0	1	ACTIVE
3542	1	0	1	ACTIVE
8828	1	0	1	ACTIVE
6888	1	0	1	ACTIVE
3964	1	0	1	ACTIVE
6966	1	0	1	ACTIVE
5138	1	0	1	ACTIVE
6221	1	0	1	ACTIVE
3922	1	0	1	ACTIVE
9257	1	0	1	ACTIVE
7642	1	0	1	ACTIVE
1835	1	0	1	ACTIVE
4607	1	0	1	ACTIVE
2529	1	0	1	ACTIVE
8081	1	0	1	ACTIVE
9011	1	0	1	ACTIVE
9294	1	0	1	ACTIVE
7998	1	0	1	ACTIVE
7634	1	0	1	ACTIVE
7152	1	0	1	ACTIVE
8598	1	0	1	ACTIVE
1305	1	0	1	ACTIVE
8111	1	0	1	ACTIVE
9314	1	0	1	ACTIVE
9550	1	0	1	ACTIVE
5605	1	0	1	ACTIVE
4849	1	0	1	ACTIVE
2876	1	0	1	ACTIVE
1923	1	0	1	ACTIVE
542	1	0	1	ACTIVE
3345	1	0	1	ACTIVE
6029	1	0	1	ACTIVE
3622	1	0	1	ACTIVE
1413	1	0	1	ACTIVE
8749	1	0	1	ACTIVE
7836	1	0	1	ACTIVE
3518	1	0	1	ACTIVE
6535	1	0	1	ACTIVE
8672	1	0	1	ACTIVE
263	1	0	1	ACTIVE
8884	1	0	1	ACTIVE
4262	1	0	1	ACTIVE
5074	1	0	1	ACTIVE
6107	1	0	1	ACTIVE
9016	1	0	1	ACTIVE
783	1	0	1	ACTIVE
9328	1	0	1	ACTIVE
5576	1	0	1	ACTIVE
6676	1	0	1	ACTIVE
9284	1	0	1	ACTIVE
1911	1	0	1	ACTIVE
1154	1	0	1	ACTIVE
3582	1	0	1	ACTIVE
1811	1	0	1	ACTIVE
9399	1	0	1	ACTIVE
1780	1	0	1	ACTIVE
857	1	0	1	ACTIVE
9926	1	0	1	ACTIVE
7828	1	0	1	ACTIVE
1464	1	0	1	ACTIVE
3352	1	0	1	ACTIVE
2912	1	0	1	ACTIVE
5213	1	0	1	ACTIVE
7312	1	0	1	ACTIVE
8681	1	0	1	ACTIVE
9414	1	0	1	ACTIVE
9211	1	0	1	ACTIVE
9842	1	0	1	ACTIVE
7837	1	0	1	ACTIVE
6861	1	0	1	ACTIVE
7999	1	0	1	ACTIVE
6285	1	0	1	ACTIVE
2225	1	0	1	ACTIVE
8246	1	0	1	ACTIVE
7455	1	0	1	ACTIVE
2085	1	0	1	ACTIVE
4553	1	0	1	ACTIVE
5092	1	0	1	ACTIVE
2649	1	0	1	ACTIVE
9645	1	0	1	ACTIVE
8609	1	0	1	ACTIVE
3979	1	0	1	ACTIVE
3962	1	0	1	ACTIVE
2565	1	0	1	ACTIVE
2743	1	0	1	ACTIVE
603	1	0	1	ACTIVE
9153	1	0	1	ACTIVE
1587	1	0	1	ACTIVE
7051	1	0	1	ACTIVE
1873	1	0	1	ACTIVE
1018	1	0	1	ACTIVE
3222	1	0	1	ACTIVE
1895	1	0	1	ACTIVE
9531	1	0	1	ACTIVE
3388	1	0	1	ACTIVE
6082	1	0	1	ACTIVE
8114	1	0	1	ACTIVE
55	1	0	1	ACTIVE
7287	1	0	1	ACTIVE
2721	1	0	1	ACTIVE
4486	1	0	1	ACTIVE
503	1	0	1	ACTIVE
9097	1	0	1	ACTIVE
8519	1	0	1	ACTIVE
7447	1	0	1	ACTIVE
2961	1	0	1	ACTIVE
3576	1	0	1	ACTIVE
8440	1	0	1	ACTIVE
2318	1	0	1	ACTIVE
5667	1	0	1	ACTIVE
237	1	0	1	ACTIVE
6557	1	0	1	ACTIVE
8369	1	0	1	ACTIVE
6675	1	0	1	ACTIVE
3035	1	0	1	ACTIVE
2276	1	0	1	ACTIVE
8098	1	0	1	ACTIVE
3142	1	0	1	ACTIVE
6071	1	0	1	ACTIVE
9214	1	0	1	ACTIVE
5943	1	0	1	ACTIVE
8675	1	0	1	ACTIVE
3488	1	0	1	ACTIVE
4961	1	0	1	ACTIVE
4726	1	0	1	ACTIVE
2413	1	0	1	ACTIVE
1030	1	0	1	ACTIVE
3862	1	0	1	ACTIVE
5656	1	0	1	ACTIVE
2610	1	0	1	ACTIVE
1223	1	0	1	ACTIVE
8860	1	0	1	ACTIVE
3137	1	0	1	ACTIVE
3324	1	0	1	ACTIVE
1566	1	0	1	ACTIVE
9331	1	0	1	ACTIVE
1871	1	0	1	ACTIVE
5560	1	0	1	ACTIVE
4960	1	0	1	ACTIVE
2500	1	0	1	ACTIVE
8509	1	0	1	ACTIVE
3348	1	0	1	ACTIVE
3504	1	0	1	ACTIVE
3822	1	0	1	ACTIVE
1621	1	0	1	ACTIVE
2137	1	0	1	ACTIVE
5188	1	0	1	ACTIVE
8289	1	0	1	ACTIVE
3686	1	0	1	ACTIVE
5072	1	0	1	ACTIVE
5644	1	0	1	ACTIVE
1908	1	0	1	ACTIVE
827	1	0	1	ACTIVE
3811	1	0	1	ACTIVE
8102	1	0	1	ACTIVE
5320	1	0	1	ACTIVE
8717	1	0	1	ACTIVE
7538	1	0	1	ACTIVE
8033	1	0	1	ACTIVE
5128	1	0	1	ACTIVE
5429	1	0	1	ACTIVE
3682	1	0	1	ACTIVE
9685	1	0	1	ACTIVE
8489	1	0	1	ACTIVE
2863	1	0	1	ACTIVE
5986	1	0	1	ACTIVE
3235	1	0	1	ACTIVE
2359	1	0	1	ACTIVE
1919	1	0	1	ACTIVE
9176	1	0	1	ACTIVE
1590	1	0	1	ACTIVE
4997	1	0	1	ACTIVE
9437	1	0	1	ACTIVE
3049	1	0	1	ACTIVE
1612	1	0	1	ACTIVE
7857	1	0	1	ACTIVE
6875	1	0	1	ACTIVE
6849	1	0	1	ACTIVE
2280	1	0	1	ACTIVE
1275	1	0	1	ACTIVE
5734	1	0	1	ACTIVE
6124	1	0	1	ACTIVE
1613	1	0	1	ACTIVE
5766	1	0	1	ACTIVE
429	1	0	1	ACTIVE
3995	1	0	1	ACTIVE
7430	1	0	1	ACTIVE
9498	1	0	1	ACTIVE
3609	1	0	1	ACTIVE
3148	1	0	1	ACTIVE
7907	1	0	1	ACTIVE
5651	1	0	1	ACTIVE
3344	1	0	1	ACTIVE
5756	1	0	1	ACTIVE
9405	1	0	1	ACTIVE
9947	1	0	1	ACTIVE
2007	1	0	1	ACTIVE
6023	1	0	1	ACTIVE
706	1	0	1	ACTIVE
4552	1	0	1	ACTIVE
6540	1	0	1	ACTIVE
